nama_kabupaten,latitude,longitude,year,month,temperature_2m_max_monthly_mean,temperature_2m_min_monthly_mean,temperature_2m_mean_monthly_mean,precipitation_sum_monthly_sum,rain_sum_monthly_sum,precipitation_hours_monthly_sum,windspeed_10m_max_monthly_mean,shortwave_radiation_sum_monthly_sum,et0_fao_evapotranspiration_monthly_mean,relative_humidity_2m_max_monthly_mean,relative_humidity_2m_min_monthly_mean,temp_range_monthly_mean,humidity_mean_monthly_mean,drought_index_monthly_mean
Kab. Bandung,-7.04,107.59,2015,4,28.1,22.076666666666664,24.39333333333333,450.5,450.5,364.0,7.016666666666667,449.92,3.090333333333333,96.23333333333333,71.4,6.0233333333333325,83.81666666666666,5.576519471315562
Kab. Bandung,-7.04,107.59,2015,5,28.89032258064516,21.46451612903226,24.62258064516129,141.5,141.5,197.0,5.683870967741936,579.77,3.7845161290322578,94.80645161290323,63.645161290322584,7.425806451612904,79.2258064516129,1.3838372188733052
Kab. Bandung,-7.04,107.59,2015,6,28.823333333333334,20.503333333333334,24.11,71.5,71.5,119.0,6.0600000000000005,566.19,3.768333333333333,94.83333333333333,60.93333333333333,8.32,77.88333333333334,0.7795470857571757
Kab. Bandung,-7.04,107.59,2015,7,28.85483870967742,19.822580645161292,23.874193548387098,25.3,25.3,115.0,7.374193548387097,589.42,3.8393548387096774,94.6774193548387,54.03225806451613,9.03225806451613,74.35483870967742,0.22959639784597
Kab. Bandung,-7.04,107.59,2015,8,29.593548387096774,20.106451612903225,24.27741935483871,22.0,22.0,99.0,7.4,677.77,4.441612903225806,94.38709677419355,49.903225806451616,9.48709677419355,72.14516129032258,0.1705691409707815
Kab. Bandung,-7.04,107.59,2015,9,29.983333333333334,20.16,24.446666666666665,54.699999999999996,54.699999999999996,110.0,7.123333333333333,709.2,4.833666666666667,92.66666666666667,48.833333333333336,9.823333333333332,70.75,0.4101735927925319
Kab. Bandung,-7.04,107.59,2015,10,29.419354838709676,20.65806451612903,24.54516129032258,112.0,112.0,145.0,6.883870967741935,736.67,4.833225806451614,93.48387096774194,54.774193548387096,8.761290322580646,74.12903225806451,0.8749170792354176
Kab. Bandung,-7.04,107.59,2015,11,28.8,21.916666666666668,24.63,488.1,488.1,352.0,5.540000000000001,546.37,3.747,95.46666666666667,66.33333333333333,6.883333333333334,80.9,4.733386108199215
Kab. Bandung,-7.04,107.59,2015,12,28.270967741935483,22.26451612903226,24.54516129032258,481.3,481.3,398.0,7.048387096774194,481.88,3.234516129032258,96.2258064516129,69.54838709677419,6.006451612903225,82.88709677419355,6.092886595141996
Kab. Bandung,-7.04,107.59,2016,1,28.72258064516129,22.606451612903225,24.967741935483872,392.1,392.1,356.0,6.729032258064516,496.88,3.338709677419355,96.06451612903226,69.74193548387096,6.116129032258065,82.90322580645162,4.129656800829112
Kab. Bandung,-7.04,107.59,2016,2,27.817241379310346,22.351724137931036,24.389655172413793,584.0,584.0,485.0,7.275862068965517,397.71000000000004,2.8620689655172415,96.93103448275862,73.86206896551724,5.4655172413793105,85.39655172413794,7.666450331382499
Kab. Bandung,-7.04,107.59,2016,3,28.55806451612903,22.812903225806455,25.016129032258064,447.3,447.3,398.0,6.532258064516129,484.53,3.2496774193548386,96.3225806451613,72.25806451612904,5.7451612903225815,84.29032258064517,4.725260679932451
Kab. Bandung,-7.04,107.59,2016,4,29.073333333333334,22.95,25.256666666666668,497.7,497.7,380.0,5.623333333333333,464.73,3.231666666666667,95.63333333333334,70.43333333333334,6.123333333333334,83.03333333333333,5.319847350471645
Kab. Bandung,-7.04,107.59,2016,5,29.187096774193545,23.02258064516129,25.448387096774194,214.1,214.1,280.0,6.122580645161291,464.14,3.120967741935484,95.61290322580645,69.29032258064517,6.164516129032258,82.45161290322581,2.617841859205387
Kab. Bandung,-7.04,107.59,2016,6,28.9,21.986666666666668,24.753333333333334,205.4,205.4,241.0,5.593333333333334,470.48,3.194666666666667,94.93333333333334,65.8,6.913333333333333,80.36666666666666,2.3939308610689314
Kab. Bandung,-7.04,107.59,2016,7,28.52258064516129,21.574193548387097,24.425806451612903,191.8,191.8,273.0,5.074193548387097,503.97,3.2829032258064514,95.48387096774194,67.29032258064517,6.948387096774193,81.38709677419355,2.2697799961871077
